コード,銘柄名,市場,現在値,前日比(%)
2668,タビオ,東S,"1,261","-5.0 (-0.39%) "
2669,カネ美食品,東S,"3,700","-5.0 (-0.13%) "
266A,グローカルマーケティング,東PRO,"--","-- (--%) "
2670,エービーシー・マート,東P,"2,747.5","+52.5 (+1.95%) "
2673,夢みつけ隊,東S,"89","+3.0 (+3.49%) "
2674,ハードオフコーポレーション,東P,"2,499","+44.0 (+1.79%) "
2676,高千穂交易,東P,"2,164","+47.0 (+2.22%) "
2678,アスクル,東P,"1,166","+6.0 (+0.52%) "
267A,トワライズ,東PRO,"1,988","0.0 (0.00%) "
2681,ゲオＨＬＤＧ,東P,"2,086","-3.0 (-0.14%) "
2683,魚喜,東S,"1,002","+1.0 (+0.10%) "
2685,アンドエスティＨＤ,東P,"3,415","+20.0 (+0.59%) "
2686,ジーフット,東S,"297","0.0 (0.00%) "
2687,シー・ヴイ・エス・ベイエリア,東S,"472","-1.0 (-0.21%) "
2689,オルバヘルスケアＨＬＤＧ,東S,"1,997","-3.0 (-0.15%) "
268A,リガク・ＨＬＤＧ,東P,"2,715","+160.0 (+6.26%) "
2693,ＹＫＴ,東S,"360","+25.0 (+7.46%) "
2694,焼肉坂井ＨＬＤＧ,東S,"70","0.0 (0.00%) "
2695,くら寿司,東P,"1,583","+18.0 (+1.15%) "
2698,キャンドゥ,東S,"3,330","+35.0 (+1.06%) "
269A,Ｓａｐｅｅｔ,東G,"2,250","+60.0 (+2.74%) "
2700,木徳神糧,東S,"1,812","-1.0 (-0.06%) "
2702,日本マクドナルドＨＬＤＧ,東S,"7,410","+30.0 (+0.41%) "
2705,大戸屋ＨＬＤＧ,東S,"7,330","+30.0 (+0.41%) "
2708,久世,東S,"1,885","+15.0 (+0.80%) "
271A,アクセリア,東PRO,"--","-- (--%) "
2721,ジェイＨＬＤＧ,東S,"116","0.0 (0.00%) "
2722,ＩＫＨＬＤＧ,東S,"358","+3.0 (+0.85%) "
2726,パルグループＨＬＤＧ,東P,"1,412","+10.0 (+0.71%) "
2730,エディオン,東P,"2,303","-77.0 (-3.24%) "
2733,あらた,東P,"2,409","-12.0 (-0.50%) "
2734,サーラコーポレーション,東P,"1,020","+8.0 (+0.79%) "
2735,ワッツ,東S,"608","+5.0 (+0.83%) "
2736,フェスタリアＨＬＤＧ,東S,"661","-2.0 (-0.30%) "
2737,トーメンデバイス,東P,"15,300","+50.0 (+0.33%) "
273A,ＳＢＩサウジアラビア株式上場投,東ETF,"10,050","+69.0 (+0.69%) "
2742,ハローズ,東P,"3,805","+10.0 (+0.26%) "
2747,北雄ラッキー,東S,"--","-- (--%) "
2749,ＪＰ　ＨＬＤＧ,東P,"583","-3.0 (-0.51%) "
274A,ガーデン,東S,"2,210","+27.0 (+1.24%) "
2750,石光商事,東S,"1,223","+17.0 (+1.41%) "
2751,テンポスＨＬＤＧ,東S,"3,715","-10.0 (-0.27%) "
2752,フジオフードグループ本社,東P,"1,170","0.0 (0.00%) "
2753,あみやき亭,東P,"1,343","+5.0 (+0.37%) "
275A,ハンワホームズ,名N,"355","+21.0 (+6.29%) "
2760,東京エレクトロン　デバイス,東P,"4,010","+20.0 (+0.50%) "
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ,東S,"92","+1.0 (+1.10%) "
2763,エフティグループ,東S,"1,042","-9.0 (-0.86%) "
2764,ひらまつ,東S,"140","+4.0 (+2.94%) "
2767,円谷フィールズＨＬＤＧ,東P,"1,335","-24.0 (-1.77%) "
2768,双日,東P,"5,296","+5.0 (+0.09%) "
2769,ヴィレッジヴァンガードコーポレ,東S,"853","0.0 (0.00%) "
276A,ククレブ・アドバイザーズ,東G,"2,976","-109.0 (-3.53%) "
2776,新都ＨＬＤＧ,東S,"97","+6.0 (+6.59%) "
2778,パレモＨＬＤＧ,東S,"111","+1.0 (+0.91%) "
277A,グロービング,東P,"2,095","+50.0 (+2.44%) "
2780,コメ兵ＨＬＤＧ,東S,"5,210","+110.0 (+2.16%) "
2782,セリア,東S,"3,630","+50.0 (+1.40%) "
2784,アルフレッサＨＬＤＧ,東P,"2,182","-14.5 (-0.66%) "
2788,アップルインターナショナル,東S,"368","+6.0 (+1.66%) "
2789,カルラ,東S,"464","-1.0 (-0.22%) "
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,東G,"8,020","-730.0 (-8.34%) "
2790,ナフコ,東S,"2,098","+3.0 (+0.14%) "
2791,大黒天物産,東P,"4,330","+25.0 (+0.58%) "
2792,ハニーズＨＬＤＧ,東P,"1,382","+6.0 (+0.44%) "
2795,日本プリメックス,東S,"906","+4.0 (+0.44%) "
2796,ファーマライズホールディングス,東S,"499","0.0 (0.00%) "
2798,ワイズテーブルコーポレーション,東S,"2,988","+9.0 (+0.30%) "
279A,インターグ,東PRO,"--","-- (--%) "
2801,キッコーマン,東P,"1,550.5","-28.0 (-1.77%) "
2802,味の素,東P,"5,340","+194.0 (+3.77%) "
2804,ブルドックソース,東P,"1,736","-8.0 (-0.46%) "
2805,エスビー食品,東S,"4,940","-55.0 (-1.10%) "
2806,ユタカフーズ,東S,"1,905","+2.0 (+0.11%) "
2809,キユーピー,東P,"4,099","+3.0 (+0.07%) "
280A,ＴＭＨ,東G,"2,116","+145.0 (+7.36%) "
2810,ハウス食品グループ本社,東P,"3,535","-29.0 (-0.81%) "
2811,カゴメ,東P,"2,550","-12.0 (-0.47%) "
2813,和弘食品,東S,"3,900","-25.0 (-0.64%) "
2814,佐藤食品工業,東S,"3,100","-5.0 (-0.16%) "
2815,アリアケジャパン,東P,"4,955","-30.0 (-0.60%) "
2816,ダイショー,東S,"1,403","-1.0 (-0.07%) "
2818,ピエトロ,東S,"1,729","+1.0 (+0.06%) "
2819,エバラ食品工業,東S,"2,393","+25.0 (+1.06%) "
281A,インフォメティス,東G,"647","+32.0 (+5.20%) "
2820,やまみ,東S,"4,690","-55.0 (-1.16%) "
282A,ＧＸ　半導体・トップ１０−日本,東ETF,"3,119","+73.0 (+2.40%) "
2831,はごろもフーズ,東S,"3,475","+5.0 (+0.14%) "
2836,ＧＸ　フィンテック日本株,東ETF,"2,849","+27.0 (+0.96%) "
2837,ＧＸ中小型リーダーズ日本,東ETF,"5,929","+69.0 (+1.18%) "
2838,ＭＸＳ米国債７―１０ヘッジなし,東ETF,"8,929","+31.0 (+0.35%) "
2839,ＭＸＳ米国債７―１０ヘッジあり,東ETF,"5,087","+13.0 (+0.26%) "
283A,ＧＸ　ＵＳテック・配当貴族,東ETF,"1,394","-17.0 (-1.20%) "
2840,ｉＦｒＥＴＦ　ＮＡＳＤ１００無,東ETF,"2,790","-30.0 (-1.06%) "
2841,ｉＦｒＥＴＦ　ＮＡＳＤ１００有,東ETF,"1,738","-21.0 (-1.19%) "
2842,ｉＦｒＥＴＦ　ＮＡＳＤ１００イ,東ETF,"11,775","+10.0 (+0.08%) "
2843,上場インファンド豪州国債有,東ETF,"3,772","+14.0 (+0.37%) "
2844,上場インファンド豪州国債無,東ETF,"5,693","+17.0 (+0.30%) "
2845,ＮＦ　ＮＳＱ１００有上場投信,東ETF,"3,645","-45.0 (-1.22%) "
2846,ＮＦ　ダウ工業株３０有上場投信,東ETF,"2,528","+17.0 (+0.68%) "
2847,ＧＸ　新成長インフラ日本株式,東ETF,"3,088","-12.0 (-0.39%) "
2848,ＧＸ　ＭＳＣＩ　気候変動日本株,東ETF,"3,075","+25.0 (+0.82%) "
2849,ＧＸ　ＭＯＲ高配当ＥＳＧ日本株,東ETF,"5,254","+52.0 (+1.00%) "
284A,フクヤ建設,東PRO,"--","-- (--%) "
2851,ｉＳ　ＭＳＣＩ　ジャパンＳＲＩ,東ETF,"394.1","+4.7 (+1.21%) "
2852,ｉＳ　グリーンＪリート　ＥＴＦ,東ETF,"172.5","+0.3 (+0.17%) "
2853,ｉＳ　気候リスク調整世界国債,東ETF,"--","-- (--%) "
2854,ＧＸ　テック・トップ　２０,東ETF,"2,700","+9.0 (+0.33%) "
2855,ＧＸ　グリーン・ＪＲＥＩＴ,東ETF,"931","+1.0 (+0.11%) "
2856,ｉＳ　米国債３―７年ヘッジあり,東ETF,"658.4","+0.5 (+0.08%) "
2857,ｉＳ　ドイツ国債ヘッジあり,東ETF,"636.1","+1.7 (+0.27%) "
2858,ＧＸ　日経２２５　カバード・コ,東ETF,"1,507","+14.0 (+0.94%) "
2859,ＮＦ　ユーロ５０有　連動型投信,東ETF,"3,142","+6.0 (+0.19%) "
285A,キオクシアＨＬＤＧ,東P,"96,000","+1,280.0 (+1.35%) "
2860,ＮＦ　ドイツＤＡＸ有　連動投信,東ETF,"3,130","-6.0 (-0.19%) "
2861,上場インファンドフランス国債無,東ETF,"5,910","+50.0 (+0.85%) "
2862,上場インファンドフランス国債有,東ETF,"3,987","0.0 (0.00%) "
2864,ＧＸ　ロジスティクス・ＲＥＩＴ,東ETF,"1,439","0.0 (0.00%) "
2865,ＧＸ　ＮＡＳ１００・カバード,東ETF,"1,280","+4.0 (+0.31%) "
2866,ＧＸ　米国優先証券　ＥＴＦ,東ETF,"1,015","0.0 (0.00%) "
2867,ＧＸ　自動運転＆ＥＶ,東ETF,"2,020","-80.0 (-3.81%) "
2868,ＧＸ　Ｓ＆Ｐ５００・カバード,東ETF,"1,134","+2.0 (+0.18%) "
2869,ダイワＮＡＳＤＡＱ１００　レバ,東ETF,"79,450","-1,410.0 (-1.74%) "
286A,ユカリア,東G,"684","+11.0 (+1.63%) "
2870,ダイワＮＡＳＤＡＱ１００　ダブ,東ETF,"7,345","+100.0 (+1.38%) "
2871,ニチレイ,東P,"2,046","-29.0 (-1.40%) "
2872,セイヒョー,東S,"2,078","-66.0 (-3.08%) "
2874,横浜冷凍,東P,"1,802","-33.0 (-1.80%) "
2875,東洋水産,東P,"9,926","+38.0 (+0.38%) "
2876,デルソーレ,東S,"451","+1.0 (+0.22%) "
2877,日東ベスト,東S,"739","+2.0 (+0.27%) "
287A,黒田グループ,東S,"1,045","+40.0 (+3.98%) "
2882,イートアンドＨＬＤＧ,東P,"2,001","+6.0 (+0.30%) "
2883,大冷,東S,"1,979","+9.0 (+0.46%) "
2884,ヨシムラ・フード・ＨＬＤＧ,東P,"625","+5.0 (+0.81%) "
288A,ラクサス・テクノロジーズ,東G,"100","+7.0 (+7.53%) "
2892,日本食品化工,東S,"3,960","-20.0 (-0.50%) "
2894,石井食品,東S,"324","+2.0 (+0.62%) "
2897,日清食品ＨＬＤＧ,東P,"2,666","-58.0 (-2.13%) "
2901,ウェルディッシュ,東S,"187","-2.0 (-1.06%) "
2902,太陽化学,名M,"2,554","+14.0 (+0.55%) "
2903,シノブフーズ,東S,"1,530","+5.0 (+0.33%) "
2904,一正蒲鉾,東S,"782","-2.0 (-0.26%) "
2907,あじかん,東S,"1,379","-6.0 (-0.43%) "
2908,フジッコ,東P,"1,486","-8.0 (-0.54%) "
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,東G,"1,276","-58.0 (-4.35%) "
2910,ロック・フィールド,東P,"1,269","-28.0 (-2.16%) "
2911,旭松食品,東S,"2,230","-9.0 (-0.40%) "
2914,日本たばこ産業,東P,"6,071","-28.0 (-0.46%) "
2915,ケンコーマヨネーズ,東P,"1,938","-23.0 (-1.17%) "
2916,仙波糖化工業,東S,"711","+1.0 (+0.14%) "
2917,大森屋,東S,"909","-5.0 (-0.55%) "
2918,わらべや日洋ＨＬＤＧ,東P,"2,562","-7.0 (-0.27%) "
291A,リスキル,東G,"1,728","+21.0 (+1.23%) "
2922,なとり,東P,"1,907","+3.0 (+0.16%) "
2923,サトウ食品,東S,"7,080","+290.0 (+4.27%) "
2924,イフジ産業,東S,"2,101","+1.0 (+0.05%) "
2926,篠崎屋,東S,"97","-1.0 (-1.02%) "
2927,ＡＦＣ―ＨＤアムスライフ,東S,"838","+7.0 (+0.84%) "
2929,ファーマフーズ,東P,"542","+21.0 (+4.03%) "
292A,エスアイイー,東PRO,"--","-- (--%) "
2930,北の達人,東P,"119","+1.0 (+0.85%) "
2931,ユーグレナ,東P,"339","+5.0 (+1.50%) "
2932,ＳＴＩフードＨＬＤＧ,東S,"1,080","+15.0 (+1.41%) "
2933,紀文食品,東P,"1,050","+6.0 (+0.57%) "
2934,ジェイフロンティア,東G,"1,471","-4.0 (-0.27%) "
2935,ピックルスＨＬＤＧ,東P,"1,104","+1.0 (+0.09%) "
2936,ベースフード,東G,"284","-1.0 (-0.35%) "
2937,サンクゼール,東G,"1,696","+10.0 (+0.59%) "
2938,オカムラ食品工業,東S,"1,531","+41.0 (+2.75%) "
294A,ＮＦＭＳＣＩ気候変動指数連動型,東ETF,"2,981","+13.0 (+0.44%) "
295A,ＯｎｅＦＴＳＥサウジアラビアイ,東ETF,"10,150","+10.0 (+0.10%) "
2961,日本調理機,東S,"4,920","-70.0 (-1.40%) "
2962,テクニスコ,東S,"1,045","+42.0 (+4.19%) "
296A,令和アカウンティング・ＨＬＤＧ,東G,"772","+6.0 (+0.78%) "
2970,ＧＬＣ　ＧＲＯＵＰ,東S,"1,150","+4.0 (+0.35%) "
2971,エスコンジャパンリート投資法人,東REIT,"113,700","-500.0 (-0.44%) "
2972,サンケイリアルエステート投資,東REIT,"116,000","-900.0 (-0.77%) "
2975,スター・マイカ・ＨＬＤＧ,東P,"1,546","-13.0 (-0.83%) "
2978,ツクルバ,東G,"356","-4.0 (-1.11%) "
2979,ＳＯＳｉＬＡ 物流リート投資,東REIT,"111,900","+400.0 (+0.36%) "
297A,アルピコＨＬＤＧ,東S,"209","-1.0 (-0.48%) "
2980,ＳＲＥ　ＨＬＤＧ,東P,"2,562","+137.0 (+5.65%) "
2981,ランディックス,東G,"1,914","+8.0 (+0.42%) "
2982,ＡＤワークスグループ,東P,"396","+4.0 (+1.02%) "
2983,アールプランナー,東G,"1,393","+1.0 (+0.07%) "
2984,ヤマイチエステート,東S,"705","+7.0 (+1.00%) "
2985,ファーストステージ,東PRO,"--","-- (--%) "
2986,ＬＡ　ＨＬＤＧ,東G,"8,620","+210.0 (+2.50%) "
2989,東海道リート投資法人,東REIT,"101,100","+100.0 (+0.10%) "
298A,ＧＶＡ　ＴＥＣＨ,東G,"304","+23.0 (+8.19%) "
2990,アイダ設計,東PRO,"--","-- (--%) "
2991,ランドネット,東S,"555","+3.0 (+0.54%) "
2992,アーバンライク,東PRO,"--","-- (--%) "
2993,長栄,東S,"2,067","-70.0 (-3.28%) "
2994,アンサーＨＬＤＧ,東PRO,"--","-- (--%) "
2995,ジェイレックス,東PRO,"--","-- (--%) "
2997,ストレージ王,東G,"941","0.0 (0.00%) "
2998,クリアル,東G,"494","+12.0 (+2.49%) "
2999,ホームポジション,東S,"578","+1.0 (+0.17%) "
299A,クラシル,東G,"993","+24.0 (+2.48%) "
3001,片倉工業,東S,"2,406","+29.0 (+1.22%) "
3002,グンゼ,東P,"3,820","+5.0 (+0.13%) "
3003,ヒューリック,東P,"1,716","+11.5 (+0.67%) "
3004,神栄,東S,"2,149","+54.0 (+2.58%) "
300A,ＭＩＣ,東S,"2,847","+37.0 (+1.32%) "
3010,ポラリス・ＨＬＤＧ,東S,"169","+1.0 (+0.60%) "
3011,バナーズ,東S,"151","-1.0 (-0.66%) "
301A,インデックス,東PRO,"--","-- (--%) "
3020,アプライド,東S,"3,925","-75.0 (-1.88%) "
3021,パシフィックネット,東S,"1,605","-3.0 (-0.19%) "
3023,ラサ商事,東S,"1,809","-5.0 (-0.28%) "
3024,クリエイト,東S,"1,001","+1.0 (+0.10%) "
3028,アルペン,東P,"2,074","-3.0 (-0.14%) "
302A,ビースタイルＨＬＤＧ,東G,"529","+17.0 (+3.32%) "
3030,ハブ,東S,"889","+17.0 (+1.95%) "
3031,ラクーンＨＬＤＧ,東P,"581","+10.0 (+1.75%) "
3032,ゴルフ・ドゥ,名N,"297","0.0 (0.00%) "
3034,クオールＨＬＤＧ,東P,"1,874","+12.0 (+0.64%) "
3035,ケイティケイ,東S,"788","+16.0 (+2.07%) "
3036,アルコニックス,東P,"2,380","0.0 (0.00%) "
3038,神戸物産,東P,"2,625","+35.0 (+1.35%) "
303A,ｖｉｓｕｍｏ,東G,"603","-19.0 (-3.05%) "
3040,ソリトンシステムズ,東P,"2,139","+49.0 (+2.34%) "
3041,ビューティカダンＨＬＤＧ,東S,"537","+2.0 (+0.37%) "
3042,セキュアヴェイル,東S,"276","-2.0 (-0.72%) "
3045,カワサキ,東S,"1,463","0.0 (0.00%) "
3046,ジンズＨＬＤＧ,東P,"8,530","-80.0 (-0.93%) "
3048,ビックカメラ,東P,"1,701.5","-0.5 (-0.03%) "
304A,フォルシア,東G,"1,725","+15.0 (+0.88%) "
3050,ＤＣＭ　ＨＬＤＧ,東P,"1,480","-9.0 (-0.60%) "
3053,ペッパーフードサービス,東S,"202","-1.0 (-0.49%) "
3054,ハイパー,東S,"240","+9.0 (+3.90%) "
3058,三洋堂ＨＬＤＧ,東S,"687","+2.0 (+0.29%) "
3059,ヒラキ,東S,"702","0.0 (0.00%) "
305A,ダブルツリー,東PRO,"--","-- (--%) "
3063,ジェイグループＨＬＤＧ,東G,"1,104","-33.0 (-2.90%) "
3064,ＭｏｎｏｔａＲＯ,東P,"1,824.5","+84.5 (+4.86%) "
3065,ライフフーズ,東S,"1,616","+5.0 (+0.31%) "
3066,ＪＢイレブン,名M,"611","-3.0 (-0.49%) "
3067,東京一番フーズ,東S,"452","0.0 (0.00%) "
3068,ＷＤＩ,東S,"2,863","+3.0 (+0.10%) "
3069,ＪＦＬＡ　ＨＬＤＧ,東S,"147","+1.0 (+0.68%) "
3070,ジェリービーンズグループ,東G,"65","+3.0 (+4.84%) "
3071,ストリーム,東S,"99","0.0 (0.00%) "
3075,銚子丸,東S,"1,605","0.0 (0.00%) "
3076,あいＨＬＤＧ,東P,"2,678","+10.0 (+0.37%) "
3077,ホリイフードサービス,東S,"720","+71.0 (+10.94%) "
3079,ディーブイエックス,東S,"971","-2.0 (-0.21%) "
307A,ハウジング・スタッフ,東PRO,"--","-- (--%) "
3080,ジェーソン,東S,"756","+1.0 (+0.13%) "
3082,きちりＨＬＤＧ,東S,"966","-7.0 (-0.72%) "
3083,スターシーズ,東S,"977","+3.0 (+0.31%) "
3086,Ｊ．フロント　リテイリング,東P,"2,380.5","+28.0 (+1.19%) "
3087,ドトール・日レスＨＬＤＧ,東P,"2,649","+5.0 (+0.19%) "
3088,マツキヨココカラ＆カンパニー,東P,"2,340","+7.5 (+0.32%) "
3089,テクノアルファ,東S,"1,155","+28.0 (+2.48%) "
308A,ぽすとめいとＨＬＤＧ,東PRO,"--","-- (--%) "
3091,ブロンコビリー,東P,"4,470","+5.0 (+0.11%) "
3092,ＺＯＺＯ,東P,"1,142.5","+51.5 (+4.72%) "
3093,トレジャー・ファクトリー,東P,"2,110","+23.0 (+1.10%) "
3096,オーシャンシステム,東S,"1,609","-44.0 (-2.66%) "
3097,物語コーポレーション,東P,"4,715","+40.0 (+0.86%) "
3099,三越伊勢丹ＨＬＤＧ,東P,"3,697","-25.0 (-0.67%) "
309A,コスモス調剤,東PRO,"--","-- (--%) "
3101,東洋紡,東P,"1,808","+30.0 (+1.69%) "
3103,ユニチカ,東S,"1,236","+107.0 (+9.48%) "
3104,富士紡ＨＬＤＧ,東P,"3,920","+155.0 (+4.12%) "
3105,日清紡ＨＬＤＧ,東P,"2,153","+13.5 (+0.63%) "
3106,倉敷紡績,東P,"10,250","+740.0 (+7.78%) "
3107,ダイワボウＨＬＤＧ,東P,"3,330","-79.0 (-2.32%) "
3109,シキボウ,東P,"1,013","+12.0 (+1.20%) "
310A,サーティーフォー,東PRO,"--","-- (--%) "
3110,日東紡績,東P,"21,170","-520.0 (-2.40%) "
3111,オーミケンシ,東S,"184","-2.0 (-1.08%) "
3113,ＵＮＩＶＡ・ＯａｋＨＬＤＧ,東S,"72","+3.0 (+4.35%) "
3116,トヨタ紡織,東P,"2,209.5","-26.0 (-1.16%) "
311A,ＮＰＴ,東PRO,"--","-- (--%) "
3121,マーチャント・バンカーズ,東S,"214","-4.0 (-1.83%) "
3123,サイボー,東S,"628","+3.0 (+0.48%) "
312A,シンコーＨＬＤＧ,東PRO,"--","-- (--%) "
3131,シンデン・ハイテックス,東S,"3,540","+95.0 (+2.76%) "
3132,マクニカＨＬＤＧ,東P,"3,247","+25.0 (+0.78%) "
3133,海帆,東G,"113","+4.0 (+3.67%) "
3134,Ｈａｍｅｅ,東S,"317","-16.0 (-4.80%) "
3135,マーケットエンタープライズ,東S,"1,374","+9.0 (+0.66%) "
3137,ファンデリー,東S,"198","+5.0 (+2.59%) "
3138,富士山マガジンサービス,東S,"1,155","-6.0 (-0.52%) "
3139,ラクト・ジャパン,東P,"3,230","-5.0 (-0.15%) "
313A,ｉＳ　Ｓ＆Ｐ５００トップ２０,東ETF,"264.1","-0.7 (-0.26%) "
3140,ＢＲＵＮＯ,東G,"1,070","+2.0 (+0.19%) "
3143,オーウイル,東S,"654","+1.0 (+0.15%) "
3148,クリエイトＳＤ　ＨＬＤＧ,東P,"3,240","-25.0 (-0.77%) "
314A,ｉＳ　ゴールド,東ETF,"328.8","+1.0 (+0.31%) "
3150,グリムス,東P,"2,435","+56.0 (+2.35%) "
3151,バイタルケーエスケーＨＬＤＧ,東P,"1,532","-9.0 (-0.58%) "
3153,八洲電機,東P,"2,785","+25.0 (+0.91%) "
3154,メディアスＨＬＤＧ,東P,"853","+3.0 (+0.35%) "
3156,レスター,東P,"4,425","+20.0 (+0.45%) "
3157,ジオリーブグループ,東S,"1,384","+13.0 (+0.95%) "
3159,丸善ＣＨＩ　ＨＬＤＧ,東S,"348","+1.0 (+0.29%) "
315A,ＧＸ　銀行高配当日本株式ＥＴＦ,東ETF,"1,798","+18.0 (+1.01%) "
3160,大光,東S,"556","+1.0 (+0.18%) "
3161,アゼアス,東S,"664","+3.0 (+0.45%) "
3166,ＯＣＨＩ　ＨＬＤＧ,東S,"1,370","+6.0 (+0.44%) "
3167,ＴＯＫＡＩ　ＨＬＤＧ,東P,"1,103","-6.0 (-0.54%) "
3168,ＭＥＲＦ,東S,"1,320","-38.0 (-2.80%) "
3169,ミサワ,東S,"665","+12.0 (+1.84%) "
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,東ETF,"2,586","-22.0 (-0.84%) "
3172,ティーライフ,東S,"1,148","0.0 (0.00%) "
3173,Ｃｏｍｉｎｉｘ,東S,"983","-1.0 (-0.10%) "
3174,ハピネス・アンド・ディ,東S,"444","-7.0 (-1.55%) "
3175,エー・ピーＨＬＤＧ,東S,"919","-1.0 (-0.11%) "
3176,三洋貿易,東P,"1,526","+12.0 (+0.79%) "
3177,ありがとうサービス,東S,"3,455","-10.0 (-0.29%) "
3178,チムニー,東S,"1,065","+12.0 (+1.14%) "
3179,シュッピン,東P,"1,095","+9.0 (+0.83%) "
317A,エス・エム・エス・データテック,東PRO,"--","-- (--%) "
3180,ビューティガレージ,東P,"1,402","+13.0 (+0.94%) "
3181,買取王国,東S,"960","+10.0 (+1.05%) "
3182,オイシックス・ラ・大地,東P,"1,503","+31.0 (+2.11%) "
3183,ウイン・パートナーズ,東P,"1,234","+19.0 (+1.56%) "
3184,ＩＣＤＡ　ＨＬＤＧ,東S,"4,375","0.0 (0.00%) "
3185,夢展望,東G,"148","+6.0 (+4.23%) "
3186,ネクステージ,東P,"3,960","+275.0 (+7.46%) "
3187,ミラタップ,東G,"241","+3.0 (+1.26%) "
3189,ＡＮＡＰ　ＨＬＤＧ,東S,"113","+5.0 (+4.63%) "
318A,ＶＩＸ短期先物指数ＥＴＦ,東ETF,"453.9","-4.2 (-0.92%) "
3190,ホットマン,東S,"567","-2.0 (-0.35%) "
3191,ジョイフル本田,東P,"2,211","-9.0 (-0.41%) "
3192,白鳩,東S,"292","-16.0 (-5.19%) "
3193,エターナルホスピタリティグルー,東P,"2,713","+20.0 (+0.74%) "
3195,ジェネレーションパス,東S,"475","+9.0 (+1.93%) "
3196,ホットランドＨＬＤＧ,東P,"1,611","0.0 (0.00%) "
3197,すかいらーくＨＬＤＧ,東P,"2,727","-26.5 (-0.96%) "
3198,ＳＦＰ　ＨＬＤＧ,東P,"2,259","-16.0 (-0.70%) "
3199,綿半ＨＬＤＧ,東P,"1,323","+10.0 (+0.76%) "
319A,技術承継機構,東G,"18,170","+1,810.0 (+11.06%) "
3201,日本毛織,東P,"1,703","-3.0 (-0.18%) "
3202,ダイトウボウ,東S,"129","0.0 (0.00%) "
3204,トーア紡コーポレーション,東S,"503","+9.0 (+1.82%) "
3205,ダイドーリミテッド,東S,"713","-3.0 (-0.42%) "
320A,Ｄ＆Ｉ,東PRO,"--","-- (--%) "
321A,ヒューマンステージＨＬＤＧ,東PRO,"--","-- (--%) "
3221,ヨシックスＨＬＤＧ,東P,"3,170","-5.0 (-0.16%) "
3222,ユナイテッド・スーパーマーケッ,東S,"806","-10.0 (-1.23%) "
3223,エスエルディー,東S,"933","-11.0 (-1.17%) "
3224,ゼネラル・オイスター,東G,"704","+2.0 (+0.28%) "
3226,三井不動産アコモデーションファ,東REIT,"119,800","-500.0 (-0.42%) "
322A,ヒメジ理化,東PRO,"--","-- (--%) "
3231,野村不動産ＨＬＤＧ,東P,"928","-3.6 (-0.39%) "
3232,三重交通グループＨＬＤＧ,東P,"527","+6.0 (+1.15%) "
3234,森ヒルズリート投資法人,東REIT,"126,100","-300.0 (-0.24%) "
3236,プロパスト,東S,"275","+3.0 (+1.10%) "
3237,イントランス,東G,"94","+12.0 (+14.63%) "
3238,セントラル総合開発,東S,"369","+1.0 (+0.27%) "
323A,フライヤー,東G,"393","+6.0 (+1.55%) "
3241,ウィル,東S,"582","+11.0 (+1.93%) "
3242,アーバネットコーポレーション,東S,"529","-2.0 (-0.38%) "
3245,ディア・ライフ,東P,"978","+7.0 (+0.72%) "
3246,コーセーアールイー,東S,"622","-1.0 (-0.16%) "
3248,アールエイジ,東S,"868","+5.0 (+0.58%) "
3249,産業ファンド投資法人,東REIT,"141,300","+800.0 (+0.57%) "
324A,ブッキングリゾート,東G,"682","-6.0 (-0.87%) "
3252,地主,東P,"2,902","-26.0 (-0.89%) "
325A,ＴＥＮＴＩＡＬ,東G,"3,765","+90.0 (+2.45%) "
3260,エスポア,名N,"699","+100.0 (+16.69%) "
3261,グランディーズ,東G,"387","+6.0 (+1.57%) "
3266,ファンドクリエーショングループ,東S,"82","+2.0 (+2.50%) "
3267,フィル・カンパニー,東S,"671","+21.0 (+3.23%) "
3269,アドバンス・レジデンス投資法人,東REIT,"148,600","0.0 (0.00%) "
326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎ,東PRO,"--","-- (--%) "
3271,ＴＨＥグローバル社,東S,"1,270","-1.0 (-0.08%) "
3276,ＪＰＭＣ,東P,"1,296","-5.0 (-0.38%) "
3277,サンセイランディック,東S,"1,272","+17.0 (+1.35%) "
3279,アクティビア・プロパテ投資法人,東REIT,"133,500","-300.0 (-0.22%) "
3280,エストラスト,東S,"970","0.0 (0.00%) "
3281,ＧＬＰ投資法人,東REIT,"133,100","-800.0 (-0.60%) "
3282,コンフォリア・レジデン投資法人,東REIT,"100,600","-700.0 (-0.69%) "
3283,日本プロロジスリート投資法人,東REIT,"84,400","-300.0 (-0.35%) "
3284,フージャースＨＬＤＧ,東P,"1,152","0.0 (0.00%) "
3286,トラストＨＬＤＧ,東S,"1,024","-5.0 (-0.49%) "
3287,星野リゾート・リート投資法人,東REIT,"231,300","-1,300.0 (-0.56%) "
3288,オープンハウスグループ,東P,"8,463","+25.0 (+0.30%) "
3289,東急不動産ＨＬＤＧ,東P,"1,311.5","-8.5 (-0.64%) "
328A,ＧＸ　プライシングパワー・リー,東ETF,"1,387","+8.0 (+0.58%) "
